"date","recession","SPY","IWM","TLT","LTPZ","GLD","UUP","HAP","JPM","BA","three_month_yield","six_month_yield","one_year_yield","two_year_yield","three_year_yield","five_year_yield","seven_year_yield","ten_year_yield","twenty_year_yield","thirty_year_yield"
1969-06-19,0,NA,NA,NA,NA,NA,NA,NA,NA,1.37448596954346,NA,NA,6.95,NA,6.82,6.74,NA,6.57,6.26,NA
1969-06-20,0,NA,NA,NA,NA,NA,NA,NA,NA,1.35390901565552,NA,NA,7.05,NA,6.87,6.76,NA,6.59,6.28,NA
1969-06-23,0,NA,NA,NA,NA,NA,NA,NA,NA,1.33333301544189,NA,NA,7.1,NA,6.92,6.78,NA,6.6,6.27,NA
1969-06-24,0,NA,NA,NA,NA,NA,NA,NA,NA,1.37448596954346,NA,NA,7.24,NA,6.98,6.82,NA,6.63,6.27,NA
1969-06-25,0,NA,NA,NA,NA,NA,NA,NA,NA,1.34979403018951,NA,NA,7.3,NA,7.01,6.85,NA,6.63,6.25,NA
1969-06-26,0,NA,NA,NA,NA,NA,NA,NA,NA,1.35390901565552,NA,NA,7.29,NA,6.96,6.84,NA,6.62,6.21,NA
1969-06-27,0,NA,NA,NA,NA,NA,NA,NA,NA,1.37860095500946,NA,NA,7.39,NA,7.08,6.88,NA,6.66,6.25,NA
1969-06-30,0,NA,NA,NA,NA,NA,NA,NA,NA,1.40329194068909,NA,NA,7.58,NA,7.21,6.98,NA,6.73,6.28,NA
1969-07-01,0,NA,NA,NA,NA,NA,NA,NA,NA,1.39506196975708,NA,NA,7.67,NA,7.27,7.02,6.88,6.75,6.29,NA
1969-07-02,0,NA,NA,NA,NA,NA,NA,NA,NA,1.35802495479584,NA,NA,7.77,NA,7.32,7.04,6.89,6.77,6.32,NA
1969-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,1.34979403018951,NA,NA,7.73,NA,7.3,7.01,6.85,6.75,6.29,NA
1969-07-07,0,NA,NA,NA,NA,NA,NA,NA,NA,1.32098805904388,NA,NA,7.76,NA,7.32,7.02,6.86,6.76,6.33,NA
1969-07-08,0,NA,NA,NA,NA,NA,NA,NA,NA,1.30864202976227,NA,NA,7.71,NA,7.34,7.04,6.87,6.79,6.35,NA
1969-07-09,0,NA,NA,NA,NA,NA,NA,NA,NA,1.2510290145874,NA,NA,7.76,NA,7.38,7.08,6.9,6.82,6.37,NA
1969-07-10,0,NA,NA,NA,NA,NA,NA,NA,NA,1.23456799983978,NA,NA,7.68,NA,7.33,7.04,6.86,6.78,6.33,NA
1969-07-11,0,NA,NA,NA,NA,NA,NA,NA,NA,1.21399199962616,NA,NA,7.5,NA,7.14,6.88,6.71,6.64,6.19,NA
1969-07-14,0,NA,NA,NA,NA,NA,NA,NA,NA,1.18106997013092,NA,NA,7.59,NA,7.24,6.94,6.77,6.69,6.22,NA
1969-07-15,0,NA,NA,NA,NA,NA,NA,NA,NA,1.1687239408493,NA,NA,7.6,NA,7.28,6.97,6.8,6.72,6.27,NA
1969-07-16,0,NA,NA,NA,NA,NA,NA,NA,NA,1.20576095581055,NA,NA,7.48,NA,7.22,6.92,6.75,6.67,6.25,NA
1969-07-17,0,NA,NA,NA,NA,NA,NA,NA,NA,1.21810698509216,NA,NA,7.49,NA,7.25,6.95,6.74,6.69,6.27,NA
1969-07-18,0,NA,NA,NA,NA,NA,NA,NA,NA,1.20576095581055,NA,NA,7.5,NA,7.25,6.97,6.76,6.7,6.26,NA
1969-07-22,0,NA,NA,NA,NA,NA,NA,NA,NA,1.20164597034454,NA,NA,7.53,NA,7.35,7.04,6.74,6.66,6.22,NA
1969-07-23,0,NA,NA,NA,NA,NA,NA,NA,NA,1.19341599941254,NA,NA,7.53,NA,7.36,7.05,6.76,6.68,6.23,NA
1969-07-24,0,NA,NA,NA,NA,NA,NA,NA,NA,1.18518495559692,NA,NA,7.53,NA,7.36,7.06,6.78,6.7,6.25,NA
1969-07-25,0,NA,NA,NA,NA,NA,NA,NA,NA,1.17695498466492,NA,NA,7.54,NA,7.36,7.07,6.79,6.71,6.26,NA
1969-07-28,0,NA,NA,NA,NA,NA,NA,NA,NA,1.15226304531097,NA,NA,7.6,NA,7.38,7.07,6.82,6.73,6.28,NA
1969-07-29,0,NA,NA,NA,NA,NA,NA,NA,NA,1.0864200592041,NA,NA,7.59,NA,7.37,7.07,6.8,6.72,6.26,NA
1969-07-30,0,NA,NA,NA,NA,NA,NA,NA,NA,1.10699605941772,NA,NA,7.56,NA,7.38,7.06,6.79,6.72,6.26,NA
1969-07-31,0,NA,NA,NA,NA,NA,NA,NA,NA,1.12757194042206,NA,NA,7.57,NA,7.3,6.98,6.71,6.66,6.23,NA
1969-08-01,0,NA,NA,NA,NA,NA,NA,NA,NA,1.12345695495605,NA,NA,7.58,NA,7.31,6.98,6.71,6.66,6.25,NA
1969-08-04,0,NA,NA,NA,NA,NA,NA,NA,NA,1.10288095474243,NA,NA,7.5,NA,7.24,6.94,6.67,6.63,6.21,NA
1969-08-05,0,NA,NA,NA,NA,NA,NA,NA,NA,1.09465003013611,NA,NA,7.45,NA,7.19,6.91,6.65,6.6,6.18,NA
1969-08-06,0,NA,NA,NA,NA,NA,NA,NA,NA,1.0864200592041,NA,NA,7.47,NA,7.22,6.94,6.68,6.62,6.18,NA
1969-08-07,0,NA,NA,NA,NA,NA,NA,NA,NA,1.07818901538849,NA,NA,7.47,NA,7.23,6.95,6.69,6.63,6.17,NA
1969-08-08,0,NA,NA,NA,NA,NA,NA,NA,NA,1.02880704402924,NA,NA,7.51,NA,7.26,6.98,6.72,6.64,6.17,NA
1969-08-11,0,NA,NA,NA,NA,NA,NA,NA,NA,1.03703701496124,NA,NA,7.58,NA,7.33,7.04,6.78,6.69,6.18,NA
1969-08-12,0,NA,NA,NA,NA,NA,NA,NA,NA,1.01646101474762,NA,NA,7.62,NA,7.37,7.07,6.8,6.7,6.2,NA
1969-08-13,0,NA,NA,NA,NA,NA,NA,NA,NA,1.01234602928162,NA,NA,7.63,NA,7.37,7.07,6.8,6.7,6.21,NA
1969-08-14,0,NA,NA,NA,NA,NA,NA,NA,NA,0.987653970718384,NA,NA,7.54,NA,7.33,7.05,6.78,6.68,6.22,NA
1969-08-15,0,NA,NA,NA,NA,NA,NA,NA,NA,1.00822997093201,NA,NA,7.54,NA,7.3,7.05,6.79,6.68,6.22,NA
1969-08-18,0,NA,NA,NA,NA,NA,NA,NA,NA,1.02880704402924,NA,NA,7.44,NA,7.24,7.01,6.76,6.66,6.18,NA
1969-08-19,0,NA,NA,NA,NA,NA,NA,NA,NA,1.03703701496124,NA,NA,7.41,NA,7.21,7,6.75,6.65,6.18,NA
1969-08-20,0,NA,NA,NA,NA,NA,NA,NA,NA,1.03292202949524,NA,NA,7.41,NA,7.21,6.99,6.76,6.66,6.2,NA
1969-08-21,0,NA,NA,NA,NA,NA,NA,NA,NA,1.01234602928162,NA,NA,7.45,NA,7.24,7.01,6.78,6.68,6.21,NA
1969-08-22,0,NA,NA,NA,NA,NA,NA,NA,NA,1.04115200042725,NA,NA,7.53,NA,7.28,7.03,6.81,6.71,6.23,NA
1969-08-25,0,NA,NA,NA,NA,NA,NA,NA,NA,1.05349802970886,NA,NA,7.57,NA,7.3,7.04,6.84,6.72,6.24,NA
1969-08-26,0,NA,NA,NA,NA,NA,NA,NA,NA,1.07818901538849,NA,NA,7.63,NA,7.35,7.09,6.89,6.76,6.26,NA
1969-08-27,0,NA,NA,NA,NA,NA,NA,NA,NA,1.14814794063568,NA,NA,7.64,NA,7.38,7.11,6.92,6.79,6.28,NA
1969-08-28,0,NA,NA,NA,NA,NA,NA,NA,NA,1.17695498466492,NA,NA,7.68,NA,7.4,7.14,6.97,6.83,6.32,NA
1969-08-29,0,NA,NA,NA,NA,NA,NA,NA,NA,1.23045301437378,NA,NA,7.64,NA,7.37,7.13,6.97,6.83,6.32,NA
1969-09-02,0,NA,NA,NA,NA,NA,NA,NA,NA,1.24279797077179,NA,NA,7.7,NA,7.41,7.17,7.02,6.87,6.36,NA
1969-09-03,0,NA,NA,NA,NA,NA,NA,NA,NA,1.20576095581055,NA,NA,7.76,NA,7.48,7.24,7.09,6.94,6.41,NA
1969-09-04,0,NA,NA,NA,NA,NA,NA,NA,NA,1.1646089553833,NA,NA,7.75,NA,7.52,7.26,7.1,6.96,6.42,NA
1969-09-05,0,NA,NA,NA,NA,NA,NA,NA,NA,1.14814794063568,NA,NA,7.74,NA,7.6,7.33,7.14,6.99,6.44,NA
1969-09-08,0,NA,NA,NA,NA,NA,NA,NA,NA,1.11111104488373,NA,NA,7.81,NA,7.68,7.39,7.2,7.03,6.48,NA
1969-09-09,0,NA,NA,NA,NA,NA,NA,NA,NA,1.13168704509735,NA,NA,7.8,NA,7.65,7.4,7.2,7.04,6.47,NA
1969-09-10,0,NA,NA,NA,NA,NA,NA,NA,NA,1.14403295516968,NA,NA,7.79,NA,7.62,7.38,7.18,7.02,6.45,NA
1969-09-11,0,NA,NA,NA,NA,NA,NA,NA,NA,1.12345695495605,NA,NA,7.79,NA,7.69,7.44,7.23,7.05,6.44,NA
1969-09-12,0,NA,NA,NA,NA,NA,NA,NA,NA,1.11111104488373,NA,NA,7.8,NA,7.74,7.48,7.27,7.08,6.46,NA
1969-09-15,0,NA,NA,NA,NA,NA,NA,NA,NA,1.07818901538849,NA,NA,7.82,NA,7.76,7.5,7.28,7.09,6.48,NA
1969-09-16,0,NA,NA,NA,NA,NA,NA,NA,NA,1.09465003013611,NA,NA,7.82,NA,7.78,7.54,7.32,7.14,6.51,NA
1969-09-17,0,NA,NA,NA,NA,NA,NA,NA,NA,1.10699605941772,NA,NA,7.79,NA,7.77,7.56,7.34,7.14,6.55,NA
1969-09-18,0,NA,NA,NA,NA,NA,NA,NA,NA,1.10288095474243,NA,NA,7.83,NA,7.89,7.71,7.49,7.27,6.6,NA
1969-09-19,0,NA,NA,NA,NA,NA,NA,NA,NA,1.10288095474243,NA,NA,7.81,NA,7.87,7.72,7.51,7.28,6.59,NA
1969-09-22,0,NA,NA,NA,NA,NA,NA,NA,NA,1.11111104488373,NA,NA,7.8,NA,7.87,7.72,7.51,7.26,6.58,NA
1969-09-23,0,NA,NA,NA,NA,NA,NA,NA,NA,1.21399199962616,NA,NA,7.78,NA,7.84,7.71,7.5,7.26,6.59,NA
1969-09-24,0,NA,NA,NA,NA,NA,NA,NA,NA,1.17695498466492,NA,NA,7.81,NA,7.86,7.74,7.52,7.27,6.62,NA
1969-09-25,0,NA,NA,NA,NA,NA,NA,NA,NA,1.13580203056335,NA,NA,7.84,NA,7.9,7.78,7.54,7.3,6.64,NA
1969-09-26,0,NA,NA,NA,NA,NA,NA,NA,NA,1.12757194042206,NA,NA,7.94,NA,8.01,7.88,7.63,7.4,6.75,NA
1969-09-29,0,NA,NA,NA,NA,NA,NA,NA,NA,1.06172800064087,NA,NA,7.96,NA,8.05,7.94,7.68,7.45,6.79,NA
1969-09-30,0,NA,NA,NA,NA,NA,NA,NA,NA,1.04526698589325,NA,NA,8.01,NA,8.13,8.02,7.73,7.51,6.82,NA
1969-10-01,0,NA,NA,NA,NA,NA,NA,NA,NA,1.07818901538849,NA,NA,8.03,NA,8.14,8.04,7.76,7.52,6.81,NA
1969-10-02,0,NA,NA,NA,NA,NA,NA,NA,NA,1.07407402992249,NA,NA,7.95,NA,8.05,7.98,7.68,7.45,6.75,NA
1969-10-03,0,NA,NA,NA,NA,NA,NA,NA,NA,1.06995904445648,NA,NA,7.91,NA,7.97,7.87,7.62,7.38,6.68,NA
1969-10-06,0,NA,NA,NA,NA,NA,NA,NA,NA,1.07407402992249,NA,NA,7.87,NA,7.94,7.82,7.58,7.35,6.62,NA
1969-10-07,0,NA,NA,NA,NA,NA,NA,NA,NA,1.05761301517487,NA,NA,7.84,NA,7.87,7.75,7.57,7.31,6.54,NA
1969-10-08,0,NA,NA,NA,NA,NA,NA,NA,NA,1.05349802970886,NA,NA,7.79,NA,7.83,7.75,7.52,7.29,6.53,NA
1969-10-09,0,NA,NA,NA,NA,NA,NA,NA,NA,1.06995904445648,NA,NA,7.83,NA,7.86,7.77,7.53,7.3,6.54,NA
1969-10-10,0,NA,NA,NA,NA,NA,NA,NA,NA,1.07818901538849,NA,NA,7.77,NA,7.7,7.67,7.44,7.22,6.48,NA
1969-10-13,0,NA,NA,NA,NA,NA,NA,NA,NA,1.11111104488373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969-10-14,0,NA,NA,NA,NA,NA,NA,NA,NA,1.11522603034973,NA,NA,7.66,NA,7.53,7.54,7.28,7.1,6.38,NA
1969-10-15,0,NA,NA,NA,NA,NA,NA,NA,NA,1.10699605941772,NA,NA,7.67,NA,7.57,7.55,7.31,7.12,6.42,NA
1969-10-16,0,NA,NA,NA,NA,NA,NA,NA,NA,1.10699605941772,NA,NA,7.59,NA,7.48,7.44,7.2,7.04,6.38,NA
1969-10-17,0,NA,NA,NA,NA,NA,NA,NA,NA,1.09465003013611,NA,NA,7.47,NA,7.37,7.34,7.11,6.99,6.35,NA
1969-10-20,0,NA,NA,NA,NA,NA,NA,NA,NA,1.09876501560211,NA,NA,7.36,NA,7.2,7.18,6.94,6.83,6.24,NA
1969-10-21,0,NA,NA,NA,NA,NA,NA,NA,NA,1.10288095474243,NA,NA,7.29,NA,7.14,7.12,6.87,6.77,6.21,NA
1969-10-22,0,NA,NA,NA,NA,NA,NA,NA,NA,1.06995904445648,NA,NA,7.37,NA,7.24,7.17,6.91,6.8,6.26,NA
1969-10-23,0,NA,NA,NA,NA,NA,NA,NA,NA,1.05761301517487,NA,NA,7.48,NA,7.34,7.25,6.98,6.9,6.38,NA
1969-10-24,0,NA,NA,NA,NA,NA,NA,NA,NA,1.06172800064087,NA,NA,7.47,NA,7.33,7.26,6.98,6.9,6.42,NA
1969-10-27,0,NA,NA,NA,NA,NA,NA,NA,NA,1.06995904445648,NA,NA,7.47,NA,7.35,7.28,6.99,6.93,6.48,NA
1969-10-28,0,NA,NA,NA,NA,NA,NA,NA,NA,1.06172800064087,NA,NA,7.53,NA,7.4,7.33,7.02,7,6.61,NA
1969-10-29,0,NA,NA,NA,NA,NA,NA,NA,NA,1.004114985466,NA,NA,7.55,NA,7.42,7.34,7.01,7,6.62,NA
1969-10-30,0,NA,NA,NA,NA,NA,NA,NA,NA,1.02880704402924,NA,NA,7.57,NA,7.4,7.34,6.98,6.96,6.6,NA
1969-10-31,0,NA,NA,NA,NA,NA,NA,NA,NA,1.04526698589325,NA,NA,7.58,NA,7.41,7.33,6.99,6.94,6.58,NA
1969-11-03,0,NA,NA,NA,NA,NA,NA,NA,NA,1.04115200042725,NA,NA,7.57,NA,7.39,7.29,6.96,6.9,6.52,NA
1969-11-04,0,NA,NA,NA,NA,NA,NA,NA,NA,1.03292202949524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969-11-05,0,NA,NA,NA,NA,NA,NA,NA,NA,1.04938304424286,NA,NA,7.67,NA,7.48,7.35,7.01,6.97,6.62,NA
1969-11-06,0,NA,NA,NA,NA,NA,NA,NA,NA,1.03292202949524,NA,NA,7.74,NA,7.54,7.39,7.07,7.01,6.65,NA
1969-11-07,0,NA,NA,NA,NA,NA,NA,NA,NA,1.04526698589325,NA,NA,7.73,NA,7.52,7.35,7.05,6.99,6.64,NA
1969-11-10,0,NA,NA,NA,NA,NA,NA,NA,NA,1.07407402992249,NA,NA,7.74,NA,7.53,7.35,7.03,6.99,6.65,NA
1969-11-11,0,NA,NA,NA,NA,NA,NA,NA,NA,1.06995904445648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969-11-12,0,NA,NA,NA,NA,NA,NA,NA,NA,1.12345695495605,NA,NA,7.79,NA,7.6,7.43,7.07,7.06,6.71,NA
1969-11-13,0,NA,NA,NA,NA,NA,NA,NA,NA,1.10699605941772,NA,NA,7.84,NA,7.67,7.5,7.16,7.12,6.74,NA
1969-11-14,0,NA,NA,NA,NA,NA,NA,NA,NA,1.09465003013611,NA,NA,7.83,NA,7.63,7.46,7.1,7.08,6.73,NA
1969-11-17,0,NA,NA,NA,NA,NA,NA,NA,NA,1.07818901538849,NA,NA,7.88,NA,7.71,7.55,7.18,7.13,6.76,NA
1969-11-18,0,NA,NA,NA,NA,NA,NA,NA,NA,1.06584405899048,NA,NA,7.96,NA,7.76,7.63,7.27,7.22,6.82,NA
1969-11-19,0,NA,NA,NA,NA,NA,NA,NA,NA,1.05349802970886,NA,NA,7.99,NA,7.76,7.64,7.26,7.25,6.86,NA
1969-11-20,0,NA,NA,NA,NA,NA,NA,NA,NA,1.04526698589325,NA,NA,8.1,NA,7.85,7.73,7.34,7.31,6.89,NA
1969-11-21,0,NA,NA,NA,NA,NA,NA,NA,NA,1.03703701496124,NA,NA,8.12,NA,7.82,7.71,7.32,7.28,6.85,NA
1969-11-24,0,NA,NA,NA,NA,NA,NA,NA,NA,1.03703701496124,NA,NA,8.07,NA,7.74,7.66,7.28,7.27,6.8,NA
1969-11-25,0,NA,NA,NA,NA,NA,NA,NA,NA,1.03292202949524,NA,NA,8.01,NA,7.69,7.64,7.26,7.28,6.79,NA
1969-11-26,0,NA,NA,NA,NA,NA,NA,NA,NA,1.02880704402924,NA,NA,8.05,NA,7.73,7.66,7.28,7.3,6.81,NA
1969-11-28,0,NA,NA,NA,NA,NA,NA,NA,NA,1.02469098567963,NA,NA,8.04,NA,7.67,7.61,7.22,7.29,6.8,NA
1969-12-01,0,NA,NA,NA,NA,NA,NA,NA,NA,1.02469098567963,NA,NA,7.93,NA,7.6,7.56,7.18,7.29,6.81,NA
1969-12-02,0,NA,NA,NA,NA,NA,NA,NA,NA,1.00822997093201,NA,NA,7.97,NA,7.7,7.63,7.23,7.35,6.87,NA
1969-12-03,0,NA,NA,NA,NA,NA,NA,NA,NA,1.00822997093201,NA,NA,8.05,NA,7.82,7.72,7.29,7.39,6.86,NA
1969-12-04,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,8.06,NA,7.82,7.7,7.28,7.35,6.76,NA
1969-12-05,0,NA,NA,NA,NA,NA,NA,NA,NA,0.991770029067993,NA,NA,8.07,NA,7.83,7.71,7.3,7.35,6.74,NA
1969-12-08,0,NA,NA,NA,NA,NA,NA,NA,NA,0.971193015575409,NA,NA,8.12,NA,7.88,7.75,7.34,7.4,6.77,NA
1969-12-09,0,NA,NA,NA,NA,NA,NA,NA,NA,0.958847999572754,NA,NA,8.18,NA,8.02,7.87,7.44,7.5,6.84,NA
1969-12-10,0,NA,NA,NA,NA,NA,NA,NA,NA,0.967077970504761,NA,NA,8.21,NA,8.13,7.97,7.51,7.59,6.88,NA
1969-12-11,0,NA,NA,NA,NA,NA,NA,NA,NA,0.942386984825134,NA,NA,8.18,NA,8.14,7.99,7.53,7.62,6.9,NA
1969-12-12,0,NA,NA,NA,NA,NA,NA,NA,NA,0.942386984825134,NA,NA,8.13,NA,8.1,7.95,7.49,7.6,6.88,NA
1969-12-15,1,NA,NA,NA,NA,NA,NA,NA,NA,0.962962985038757,NA,NA,8.11,NA,8.09,7.95,7.5,7.63,6.88,NA
1969-12-16,1,NA,NA,NA,NA,NA,NA,NA,NA,0.938271999359131,NA,NA,8.16,NA,8.19,8.02,7.6,7.72,6.92,NA
1969-12-17,1,NA,NA,NA,NA,NA,NA,NA,NA,0.921810984611511,NA,NA,8.16,NA,8.22,8.07,7.62,7.76,6.94,NA
1969-12-18,1,NA,NA,NA,NA,NA,NA,NA,NA,0.938271999359131,NA,NA,8.21,NA,8.24,8.07,7.64,7.81,6.96,NA
1969-12-19,1,NA,NA,NA,NA,NA,NA,NA,NA,0.938271999359131,NA,NA,8.2,NA,8.16,8.02,7.61,7.79,6.93,NA
1969-12-22,1,NA,NA,NA,NA,NA,NA,NA,NA,0.921810984611511,NA,NA,8.18,NA,8.15,8,7.57,7.76,6.92,NA
1969-12-23,1,NA,NA,NA,NA,NA,NA,NA,NA,0.913580000400543,NA,NA,8.22,NA,8.22,8.08,7.61,7.82,6.95,NA
1969-12-24,1,NA,NA,NA,NA,NA,NA,NA,NA,0.95473301410675,NA,NA,8.22,NA,8.27,8.12,7.67,7.89,6.99,NA
1969-12-26,1,NA,NA,NA,NA,NA,NA,NA,NA,0.971193015575409,NA,NA,8.23,NA,8.3,8.14,7.63,7.87,7.02,NA
1969-12-29,1,NA,NA,NA,NA,NA,NA,NA,NA,0.921810984611511,NA,NA,8.4,NA,8.51,8.33,7.77,8.05,7.14,NA
1969-12-30,1,NA,NA,NA,NA,NA,NA,NA,NA,0.938271999359131,NA,NA,8.36,NA,8.43,8.26,7.7,7.97,7.04,NA
1969-12-31,1,NA,NA,NA,NA,NA,NA,NA,NA,0.925926029682159,NA,NA,8.32,NA,8.41,8.22,7.66,7.88,6.94,NA
1970-01-02,1,NA,NA,NA,NA,NA,NA,NA,NA,0.979423999786377,NA,NA,8.28,NA,8.35,8.19,7.63,7.86,6.88,NA
1970-01-05,1,NA,NA,NA,NA,NA,NA,NA,NA,1.01646101474762,NA,NA,8.21,NA,8.34,8.19,7.64,7.88,6.9,NA
1970-01-06,1,NA,NA,NA,NA,NA,NA,NA,NA,1.02880704402924,NA,NA,8.22,NA,8.38,8.26,7.74,7.96,6.96,NA
1970-01-07,1,NA,NA,NA,NA,NA,NA,NA,NA,1.03292202949524,NA,NA,8.23,NA,8.42,8.3,7.82,7.99,6.98,NA
1970-01-08,1,NA,NA,NA,NA,NA,NA,NA,NA,1.02057600021362,NA,NA,8.18,NA,8.35,8.25,7.78,7.96,6.93,NA
1970-01-09,1,NA,NA,NA,NA,NA,NA,NA,NA,0.995885014533997,NA,NA,8.08,NA,8.24,8.18,7.72,7.86,6.85,NA
1970-01-12,1,NA,NA,NA,NA,NA,NA,NA,NA,0.987653970718384,NA,NA,8.02,NA,8.21,8.16,7.7,7.82,6.84,NA
1970-01-13,1,NA,NA,NA,NA,NA,NA,NA,NA,0.938271999359131,NA,NA,7.98,NA,8.18,8.13,7.69,7.81,6.88,NA
1970-01-14,1,NA,NA,NA,NA,NA,NA,NA,NA,0.930041015148163,NA,NA,7.98,NA,8.23,8.16,7.74,7.86,6.96,NA
1970-01-15,1,NA,NA,NA,NA,NA,NA,NA,NA,0.90946501493454,NA,NA,8.04,NA,8.23,8.19,7.74,7.85,6.95,NA
1970-01-16,1,NA,NA,NA,NA,NA,NA,NA,NA,0.880657970905304,NA,NA,8,NA,8.1,8.08,7.64,7.75,6.9,NA
1970-01-19,1,NA,NA,NA,NA,NA,NA,NA,NA,0.851851999759674,NA,NA,7.97,NA,8.05,8.03,7.62,7.69,6.88,NA
1970-01-20,1,NA,NA,NA,NA,NA,NA,NA,NA,0.905350029468536,NA,NA,8,NA,8.14,8.08,7.68,7.72,6.92,NA
1970-01-21,1,NA,NA,NA,NA,NA,NA,NA,NA,0.917694985866547,NA,NA,8.03,NA,8.12,8.06,7.68,7.69,6.92,NA
1970-01-22,1,NA,NA,NA,NA,NA,NA,NA,NA,0.89300400018692,NA,NA,8.07,NA,8.14,8.06,7.68,7.67,6.93,NA
1970-01-23,1,NA,NA,NA,NA,NA,NA,NA,NA,0.872427999973297,NA,NA,8.11,NA,8.19,8.1,7.73,7.69,6.95,NA
1970-01-26,1,NA,NA,NA,NA,NA,NA,NA,NA,0.86419802904129,NA,NA,8.12,NA,8.23,8.15,7.75,7.71,6.95,NA
1970-01-27,1,NA,NA,NA,NA,NA,NA,NA,NA,0.794238984584808,NA,NA,8.14,NA,8.24,8.16,7.76,7.7,6.92,NA
1970-01-28,1,NA,NA,NA,NA,NA,NA,NA,NA,0.777778029441833,NA,NA,8.15,NA,8.26,8.2,7.79,7.7,6.93,NA
1970-01-29,1,NA,NA,NA,NA,NA,NA,NA,NA,0.736626029014587,NA,NA,8.2,NA,8.32,8.28,7.9,7.77,6.94,NA
1970-01-30,1,NA,NA,NA,NA,NA,NA,NA,NA,0.75720202922821,NA,NA,8.15,NA,8.27,8.27,7.9,7.75,6.96,NA
1970-02-02,1,NA,NA,NA,NA,NA,NA,NA,NA,0.732509970664978,NA,NA,8.04,NA,8.1,8.18,7.82,7.65,6.92,NA
1970-02-03,1,NA,NA,NA,NA,NA,NA,NA,NA,0.748970985412598,NA,NA,7.92,NA,8.04,8.15,7.78,7.58,6.9,NA
1970-02-04,1,NA,NA,NA,NA,NA,NA,NA,NA,0.716049015522003,NA,NA,7.94,NA,8.07,8.17,7.76,7.5,6.85,NA
1970-02-05,1,NA,NA,NA,NA,NA,NA,NA,NA,0.699588000774384,NA,NA,7.96,NA,8.06,8.18,7.77,7.45,6.81,NA
1970-02-06,1,NA,NA,NA,NA,NA,NA,NA,NA,0.703703999519348,NA,NA,7.84,NA,7.98,8.13,7.71,7.36,6.74,NA
1970-02-09,1,NA,NA,NA,NA,NA,NA,NA,NA,0.703703999519348,NA,NA,7.76,NA,7.9,8.04,7.64,7.28,6.65,NA
1970-02-10,1,NA,NA,NA,NA,NA,NA,NA,NA,0.699588000774384,NA,NA,7.78,NA,7.95,8.07,7.68,7.32,6.69,NA
1970-02-11,1,NA,NA,NA,NA,NA,NA,NA,NA,0.699588000774384,NA,NA,7.77,NA,7.94,8.05,7.68,7.33,6.7,NA
1970-02-12,1,NA,NA,NA,NA,NA,NA,NA,NA,0.699588000774384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-02-13,1,NA,NA,NA,NA,NA,NA,NA,NA,0.658436000347137,NA,NA,7.57,NA,7.76,7.82,7.49,7.15,6.56,NA
1970-02-16,1,NA,NA,NA,NA,NA,NA,NA,NA,0.658436000347137,NA,NA,7.52,NA,7.77,7.8,7.49,7.17,6.58,NA
1970-02-17,1,NA,NA,NA,NA,NA,NA,NA,NA,0.666666984558105,NA,NA,7.47,NA,7.7,7.7,7.44,7.15,6.6,NA
1970-02-18,1,NA,NA,NA,NA,NA,NA,NA,NA,0.732509970664978,NA,NA,7.4,NA,7.67,7.63,7.39,7.12,6.6,NA
1970-02-19,1,NA,NA,NA,NA,NA,NA,NA,NA,0.761317014694214,NA,NA,7.36,NA,7.65,7.56,7.34,7.09,6.59,NA
1970-02-20,1,NA,NA,NA,NA,NA,NA,NA,NA,0.806584000587463,NA,NA,7.4,NA,7.7,7.58,7.36,7.12,6.63,NA
1970-02-24,1,NA,NA,NA,NA,NA,NA,NA,NA,0.831275999546051,NA,NA,7.35,NA,7.7,7.61,7.38,7.14,6.61,NA
1970-02-25,1,NA,NA,NA,NA,NA,NA,NA,NA,0.855966985225677,NA,NA,7.27,NA,7.52,7.49,7.27,7.04,6.58,NA
1970-02-26,1,NA,NA,NA,NA,NA,NA,NA,NA,0.823045015335083,NA,NA,7.1,NA,7.36,7.37,7.15,6.94,6.55,NA
1970-02-27,1,NA,NA,NA,NA,NA,NA,NA,NA,0.823045015335083,NA,NA,7.11,NA,7.27,7.31,7.1,6.9,6.55,NA
1970-03-02,1,NA,NA,NA,NA,NA,NA,NA,NA,0.794238984584808,NA,NA,7.14,NA,7.33,7.43,7.16,6.95,6.59,NA
1970-03-03,1,NA,NA,NA,NA,NA,NA,NA,NA,0.794238984584808,NA,NA,7.13,NA,7.33,7.35,7.18,6.99,6.59,NA
1970-03-04,1,NA,NA,NA,NA,NA,NA,NA,NA,0.790122985839844,NA,NA,7.07,NA,7.26,7.27,7.12,6.97,6.59,NA
1970-03-05,1,NA,NA,NA,NA,NA,NA,NA,NA,0.790122985839844,NA,NA,7,NA,7.16,7.18,7.09,6.98,6.63,NA
1970-03-06,1,NA,NA,NA,NA,NA,NA,NA,NA,0.765432000160217,NA,NA,6.91,NA,7.08,7.06,7,6.96,6.62,NA
